160,Edge-on without Bulge
161,Unbarred Loose Spiral
162,Barred Spiral
163,Unbarred Loose Spiral
164,Unbarred Tight Spiral
165,Edge-on without Bulge
166,Unbarred Tight Spiral
167,Merging
168,In-between Round Smooth
169,Edge-on with Bulge
170,Edge-on with Bulge
171,Disturbed
172,Round Smooth
173,Unbarred Loose Spiral
174,In-between Round Smooth
175,Unbarred Loose Spiral
176,Merging
177,Unbarred Loose Spiral
178,Edge-on without Bulge
179,Barred Spiral
180,Cigar Shaped Smooth
181,Edge-on with Bulge
182,Barred Spiral
183,Edge-on without Bulge
184,Barred Spiral
185,Unbarred Loose Spiral
186,In-between Round Smooth
187,Edge-on without Bulge
188,In-between Round Smooth
189,Barred Spiral
190,Unbarred Tight Spiral
191,Unbarred Tight Spiral
192,Round Smooth
193,Unbarred Loose Spiral
194,Unbarred Tight Spiral
195,Barred Spiral
196,Edge-on without Bulge
197,Edge-on with Bulge
198,Merging
199,Edge-on without Bulge
200,Edge-on with Bulge
201,Edge-on without Bulge
202,Unbarred Tight Spiral
203,Unbarred Loose Spiral
204,Edge-on with Bulge
205,Barred Spiral
206,Unbarred Tight Spiral
207,Unbarred Tight Spiral
208,Merging
209,Round Smooth
210,In-between Round Smooth
211,Edge-on without Bulge
212,In-between Round Smooth
213,Edge-on with Bulge
214,Unbarred Tight Spiral
215,Merging
216,Unbarred Tight Spiral
217,Unbarred Loose Spiral
218,Edge-on with Bulge
219,Unbarred Loose Spiral
220,Unbarred Loose Spiral
221,Unbarred Loose Spiral
222,Round Smooth
223,In-between Round Smooth
224,Barred Spiral
225,Unbarred Tight Spiral
226,Edge-on with Bulge
227,Round Smooth
228,In-between Round Smooth
229,Edge-on without Bulge
230,Edge-on with Bulge
231,Round Smooth
232,Unbarred Loose Spiral
233,Disturbed
234,Round Smooth
235,Edge-on without Bulge
236,Unbarred Tight Spiral
237,Unbarred Loose Spiral
238,Merging
239,Edge-on without Bulge
240,Unbarred Tight Spiral
241,In-between Round Smooth
242,Round Smooth
243,Round Smooth
244,Unbarred Loose Spiral
245,Unbarred Tight Spiral
246,Merging
247,Edge-on without Bulge
248,Round Smooth
249,Unbarred Loose Spiral
250,Unbarred Loose Spiral
251,Edge-on without Bulge
252,Barred Spiral
253,Unbarred Tight Spiral
254,Unbarred Loose Spiral
255,Merging
256,Merging
257,Unbarred Loose Spiral
258,Unbarred Loose Spiral
259,Barred Spiral
260,Edge-on with Bulge
261,Unbarred Loose Spiral
262,Round Smooth
263,Merging
264,Disturbed
265,Unbarred Tight Spiral
266,Unbarred Tight Spiral
267,Unbarred Tight Spiral
268,Barred Spiral
269,Edge-on with Bulge
270,In-between Round Smooth
271,Unbarred Loose Spiral
272,Round Smooth
273,Round Smooth
274,Barred Spiral
275,Unbarred Tight Spiral
276,In-between Round Smooth
277,Unbarred Loose Spiral
278,Cigar Shaped Smooth
279,Edge-on without Bulge
280,Merging
281,Barred Spiral
282,Barred Spiral
283,Unbarred Loose Spiral
284,Edge-on without Bulge
285,Edge-on with Bulge
286,Barred Spiral
287,Edge-on without Bulge
288,Edge-on with Bulge
289,Unbarred Tight Spiral
290,Barred Spiral
291,Barred Spiral
292,Unbarred Loose Spiral
293,Merging
294,Round Smooth
295,Cigar Shaped Smooth
296,Unbarred Loose Spiral
297,Disturbed
298,Merging
299,Edge-on without Bulge
300,Round Smooth
301,Barred Spiral
302,Edge-on without Bulge
303,In-between Round Smooth
304,Unbarred Loose Spiral
305,Unbarred Tight Spiral
306,Unbarred Loose Spiral
307,Merging
308,Edge-on with Bulge
309,In-between Round Smooth
310,Disturbed
311,Round Smooth
312,Barred Spiral
313,Edge-on without Bulge
314,Unbarred Tight Spiral
315,Unbarred Tight Spiral
316,Round Smooth
317,In-between Round Smooth
318,Cigar Shaped Smooth
319,Unbarred Loose Spiral
320,Edge-on with Bulge
321,Edge-on with Bulge
322,Disturbed
323,Disturbed
324,Unbarred Loose Spiral
325,In-between Round Smooth
326,Merging
327,Round Smooth
328,Disturbed
329,Edge-on with Bulge
330,Disturbed
331,Unbarred Tight Spiral
332,Unbarred Tight Spiral
333,Merging
334,Round Smooth
335,Round Smooth
336,Barred Spiral
337,Edge-on with Bulge
338,Unbarred Tight Spiral
339,Merging
340,In-between Round Smooth
341,Unbarred Loose Spiral
342,Merging
343,Merging
344,Merging
345,Round Smooth
346,Unbarred Loose Spiral
347,Merging
348,Barred Spiral
349,Merging
350,In-between Round Smooth
351,Barred Spiral
352,Merging
353,In-between Round Smooth
354,Unbarred Loose Spiral
355,Cigar Shaped Smooth
356,Round Smooth
357,Unbarred Loose Spiral
358,Unbarred Tight Spiral
359,Round Smooth
360,Edge-on without Bulge
361,Unbarred Tight Spiral
362,Unbarred Loose Spiral
363,Merging
364,Round Smooth
365,Round Smooth
366,Unbarred Tight Spiral
367,Unbarred Loose Spiral
368,Barred Spiral
369,Edge-on with Bulge
370,Barred Spiral
371,Unbarred Loose Spiral
372,Barred Spiral
373,Edge-on without Bulge
374,Edge-on with Bulge
375,Unbarred Loose Spiral
376,Cigar Shaped Smooth
377,Edge-on without Bulge
378,Round Smooth
379,Unbarred Tight Spiral
380,Edge-on with Bulge
381,Unbarred Loose Spiral
382,Unbarred Loose Spiral
383,Unbarred Loose Spiral
384,Cigar Shaped Smooth
385,In-between Round Smooth
386,Barred Spiral
387,Round Smooth
388,Unbarred Tight Spiral
389,Barred Spiral
390,Unbarred Loose Spiral
391,Barred Spiral
392,Unbarred Loose Spiral
393,Round Smooth
394,Round Smooth
395,Round Smooth
396,In-between Round Smooth
397,Unbarred Tight Spiral
398,Barred Spiral
399,Merging
400,Unbarred Tight Spiral
401,Edge-on with Bulge
402,Disturbed
403,Unbarred Tight Spiral
404,In-between Round Smooth
405,Unbarred Loose Spiral
406,Merging
407,Edge-on with Bulge
408,Round Smooth
409,Unbarred Loose Spiral
410,Edge-on without Bulge
411,Barred Spiral
412,Edge-on without Bulge
413,Unbarred Loose Spiral
414,Edge-on without Bulge
415,Edge-on with Bulge
416,Unbarred Loose Spiral
417,In-between Round Smooth
418,Unbarred Loose Spiral
419,In-between Round Smooth
420,Barred Spiral
421,Edge-on with Bulge
422,Edge-on without Bulge
423,Unbarred Loose Spiral
424,Disturbed
425,Barred Spiral
426,Merging
427,Edge-on without Bulge
428,Edge-on without Bulge
429,Unbarred Loose Spiral
430,In-between Round Smooth
431,Unbarred Loose Spiral
432,Disturbed
433,Unbarred Tight Spiral
434,In-between Round Smooth
435,Unbarred Tight Spiral
436,In-between Round Smooth
437,Unbarred Tight Spiral
438,Merging
439,Edge-on with Bulge
440,In-between Round Smooth
441,Round Smooth
442,Unbarred Loose Spiral
443,Barred Spiral
444,Round Smooth
445,In-between Round Smooth
446,Merging
447,Unbarred Tight Spiral
448,Unbarred Loose Spiral
449,Unbarred Loose Spiral
450,Edge-on without Bulge
451,Edge-on without Bulge
452,Edge-on without Bulge
453,Unbarred Loose Spiral
454,Unbarred Tight Spiral
455,Merging
456,Merging
457,Edge-on with Bulge
458,Edge-on without Bulge
459,Unbarred Loose Spiral
460,Merging
461,In-between Round Smooth
462,Merging
463,Cigar Shaped Smooth
464,Unbarred Loose Spiral
465,Merging
466,Edge-on with Bulge
467,Disturbed
468,In-between Round Smooth
469,Barred Spiral
470,Unbarred Tight Spiral
471,Edge-on with Bulge
472,Unbarred Loose Spiral
473,Barred Spiral
474,Merging
475,Edge-on without Bulge
476,Round Smooth
477,Disturbed
478,Barred Spiral
479,Merging
480,Merging
481,Edge-on without Bulge
482,Unbarred Loose Spiral
483,Barred Spiral
484,Unbarred Tight Spiral
485,Edge-on with Bulge
486,Unbarred Loose Spiral
487,Merging
488,Round Smooth
489,Unbarred Loose Spiral
490,Unbarred Loose Spiral
491,Merging
492,Round Smooth
493,Barred Spiral
494,Unbarred Tight Spiral
495,Merging
496,Edge-on without Bulge
497,Barred Spiral
498,Barred Spiral
499,Edge-on without Bulge
500,Round Smooth
501,In-between Round Smooth
502,Unbarred Tight Spiral
503,Unbarred Loose Spiral
504,In-between Round Smooth
505,Barred Spiral
506,Edge-on without Bulge
507,Unbarred Loose Spiral
508,Unbarred Loose Spiral
509,Unbarred Tight Spiral
510,Disturbed
511,Round Smooth
512,Round Smooth
513,Unbarred Loose Spiral
514,Barred Spiral
515,Edge-on with Bulge
516,Edge-on without Bulge
517,Edge-on without Bulge
518,Edge-on without Bulge
519,Edge-on without Bulge
520,Edge-on without Bulge
521,Round Smooth
522,In-between Round Smooth
523,In-between Round Smooth
524,Barred Spiral
525,In-between Round Smooth
526,Round Smooth
527,Unbarred Loose Spiral
528,Edge-on without Bulge
529,In-between Round Smooth
530,Unbarred Loose Spiral
531,Round Smooth
532,Edge-on with Bulge
533,Edge-on without Bulge
534,Merging
535,Unbarred Tight Spiral
536,Edge-on with Bulge
537,Merging
538,In-between Round Smooth
539,Disturbed
540,Edge-on with Bulge
541,Barred Spiral
542,Unbarred Tight Spiral
543,Edge-on with Bulge
544,In-between Round Smooth
545,Unbarred Tight Spiral
546,Round Smooth
547,Barred Spiral
548,Disturbed
549,In-between Round Smooth
550,Edge-on without Bulge
551,Merging
552,Barred Spiral
553,Edge-on with Bulge
554,Merging
555,Unbarred Loose Spiral
556,Barred Spiral
557,Merging
558,Round Smooth
559,Unbarred Loose Spiral
560,Edge-on with Bulge
561,Round Smooth
562,Merging
563,Round Smooth
564,Barred Spiral
565,Disturbed
566,Unbarred Loose Spiral
567,Barred Spiral
568,Round Smooth
569,In-between Round Smooth
570,Unbarred Loose Spiral
571,In-between Round Smooth
572,Unbarred Loose Spiral
573,Edge-on with Bulge
574,Unbarred Loose Spiral
575,Unbarred Loose Spiral
576,Unbarred Loose Spiral
577,Merging
578,Barred Spiral
579,Edge-on with Bulge
580,In-between Round Smooth
581,Round Smooth
582,In-between Round Smooth
583,Edge-on without Bulge
584,Unbarred Loose Spiral
585,Barred Spiral
586,Disturbed
587,Round Smooth
588,Round Smooth
589,Disturbed
590,Round Smooth
591,In-between Round Smooth
592,Unbarred Tight Spiral
593,Barred Spiral
594,Merging
595,Round Smooth
596,Round Smooth
597,Barred Spiral
598,Merging
599,Barred Spiral
600,Round Smooth
601,Edge-on without Bulge
602,Round Smooth
603,Cigar Shaped Smooth
604,Unbarred Tight Spiral
605,Edge-on without Bulge
606,In-between Round Smooth
607,Round Smooth
608,Unbarred Tight Spiral
609,Unbarred Loose Spiral
610,Edge-on with Bulge
611,Round Smooth
612,Unbarred Tight Spiral
613,Round Smooth
614,In-between Round Smooth
615,Round Smooth
616,Unbarred Loose Spiral
617,Round Smooth
618,Barred Spiral
619,In-between Round Smooth
620,Barred Spiral
621,Disturbed
622,In-between Round Smooth
623,In-between Round Smooth
624,Edge-on without Bulge
625,Unbarred Loose Spiral
626,Round Smooth
627,Unbarred Tight Spiral
628,Merging
629,Edge-on with Bulge
630,In-between Round Smooth
631,Unbarred Loose Spiral
632,Round Smooth
633,In-between Round Smooth
634,Round Smooth
635,In-between Round Smooth
636,Unbarred Tight Spiral
637,Edge-on with Bulge
638,Unbarred Tight Spiral
639,Unbarred Tight Spiral
640,Unbarred Loose Spiral
641,Round Smooth
642,Round Smooth
643,Unbarred Loose Spiral
644,In-between Round Smooth
645,Edge-on without Bulge
646,Round Smooth
647,Disturbed
648,In-between Round Smooth
649,Round Smooth
650,Round Smooth
651,Merging
652,In-between Round Smooth
653,In-between Round Smooth
654,In-between Round Smooth
655,Cigar Shaped Smooth
656,Barred Spiral
657,Unbarred Tight Spiral
658,Merging
659,Unbarred Tight Spiral
660,Unbarred Loose Spiral
661,Unbarred Loose Spiral
662,Edge-on without Bulge
663,Edge-on with Bulge
664,Disturbed
665,Unbarred Tight Spiral
666,Unbarred Tight Spiral
667,In-between Round Smooth
668,Merging
669,Cigar Shaped Smooth
670,In-between Round Smooth
671,Unbarred Loose Spiral
672,Barred Spiral
673,Edge-on without Bulge
674,Edge-on with Bulge
675,Unbarred Loose Spiral
676,Barred Spiral
677,Unbarred Tight Spiral
678,Round Smooth
679,Edge-on with Bulge
680,Round Smooth
681,Unbarred Tight Spiral
682,Round Smooth
683,Round Smooth
684,Round Smooth
685,In-between Round Smooth
686,In-between Round Smooth
687,In-between Round Smooth
688,Edge-on without Bulge
689,Edge-on without Bulge
690,Edge-on with Bulge
691,In-between Round Smooth
692,Round Smooth
693,Round Smooth
694,Merging
695,Merging
696,Edge-on with Bulge
697,Edge-on with Bulge
698,Barred Spiral
699,Barred Spiral
700,In-between Round Smooth
701,Edge-on without Bulge
702,Barred Spiral
703,Unbarred Loose Spiral
704,Round Smooth
705,Round Smooth
706,Unbarred Loose Spiral
707,Barred Spiral
708,Unbarred Tight Spiral
709,Unbarred Loose Spiral
710,Cigar Shaped Smooth
711,Round Smooth
712,Round Smooth
713,Round Smooth
714,In-between Round Smooth
715,Merging
716,Barred Spiral
717,Edge-on with Bulge
718,Round Smooth
719,Round Smooth
720,Edge-on with Bulge
721,Cigar Shaped Smooth
722,In-between Round Smooth
723,Edge-on with Bulge
724,Edge-on with Bulge
725,In-between Round Smooth
726,Barred Spiral
727,Round Smooth
728,Round Smooth
729,Unbarred Loose Spiral
730,Round Smooth
731,Edge-on with Bulge
732,Edge-on without Bulge
733,Edge-on without Bulge
734,Merging
735,Barred Spiral
736,Barred Spiral
737,Unbarred Tight Spiral
738,In-between Round Smooth
739,In-between Round Smooth
740,In-between Round Smooth
741,Merging
742,Edge-on without Bulge
743,Merging
744,Round Smooth
745,Unbarred Tight Spiral
746,Edge-on with Bulge
747,Barred Spiral
748,Unbarred Tight Spiral
749,Barred Spiral
750,Merging
751,Unbarred Tight Spiral
752,Edge-on without Bulge
753,Edge-on without Bulge
754,Barred Spiral
755,Edge-on with Bulge
756,Unbarred Loose Spiral
757,In-between Round Smooth
758,Round Smooth
759,Disturbed
760,Round Smooth
761,Barred Spiral
762,Unbarred Tight Spiral
763,Unbarred Loose Spiral
764,Merging
765,Edge-on with Bulge
766,Disturbed
767,Disturbed
768,In-between Round Smooth
769,Unbarred Tight Spiral
770,Round Smooth
771,Barred Spiral
772,Round Smooth
773,Edge-on with Bulge
774,Unbarred Tight Spiral
775,Edge-on with Bulge
776,Edge-on without Bulge
777,Edge-on without Bulge
778,Round Smooth
779,Merging
780,In-between Round Smooth
781,In-between Round Smooth
782,Merging
783,Edge-on without Bulge
784,Unbarred Loose Spiral
785,In-between Round Smooth
786,Unbarred Tight Spiral
787,Unbarred Loose Spiral
788,In-between Round Smooth
789,Edge-on with Bulge
790,Round Smooth
791,Barred Spiral
792,Barred Spiral
793,In-between Round Smooth
794,Round Smooth
795,Unbarred Loose Spiral
796,Merging
797,Unbarred Loose Spiral
798,Barred Spiral
799,Unbarred Loose Spiral
800,Barred Spiral
801,Merging
802,Round Smooth
803,Edge-on without Bulge
804,In-between Round Smooth
805,Unbarred Tight Spiral
806,In-between Round Smooth
807,Unbarred Loose Spiral
808,Edge-on without Bulge
809,Round Smooth
810,Cigar Shaped Smooth
811,Edge-on without Bulge
812,Merging
813,In-between Round Smooth
814,Merging
815,Unbarred Loose Spiral
816,Merging
817,In-between Round Smooth
818,Round Smooth
819,Merging
820,Merging
821,In-between Round Smooth
822,Unbarred Tight Spiral
823,Unbarred Tight Spiral
824,Merging
825,Unbarred Loose Spiral
826,Barred Spiral
827,Unbarred Tight Spiral
828,Barred Spiral
829,Unbarred Tight Spiral
830,Unbarred Tight Spiral
831,Merging
832,Edge-on with Bulge
833,Unbarred Loose Spiral
834,Barred Spiral
835,Cigar Shaped Smooth
836,Disturbed
837,Cigar Shaped Smooth
838,Round Smooth
839,Unbarred Tight Spiral
840,Edge-on with Bulge
841,Round Smooth
842,In-between Round Smooth
843,Merging
844,Edge-on with Bulge
845,Barred Spiral
846,Merging
847,Barred Spiral
848,Edge-on with Bulge
849,Barred Spiral
850,In-between Round Smooth
851,In-between Round Smooth
852,Unbarred Tight Spiral
853,Unbarred Loose Spiral
854,Round Smooth
855,Edge-on without Bulge
856,In-between Round Smooth
857,Round Smooth
858,Unbarred Loose Spiral
859,Unbarred Loose Spiral
860,Disturbed
861,Round Smooth
862,Unbarred Tight Spiral
863,In-between Round Smooth
864,Edge-on without Bulge
865,Merging
866,Unbarred Loose Spiral
867,Edge-on with Bulge
868,Unbarred Loose Spiral
869,Round Smooth
870,Unbarred Tight Spiral
871,Unbarred Loose Spiral
872,Round Smooth
873,Round Smooth
874,Unbarred Loose Spiral
875,In-between Round Smooth
876,Edge-on with Bulge
877,Unbarred Loose Spiral
878,Round Smooth
879,Unbarred Tight Spiral
880,Unbarred Tight Spiral
881,Round Smooth
882,In-between Round Smooth
883,Edge-on without Bulge
884,Unbarred Loose Spiral
885,Unbarred Loose Spiral
886,In-between Round Smooth
887,Unbarred Loose Spiral
888,Unbarred Loose Spiral
889,Round Smooth
890,Edge-on with Bulge
891,Barred Spiral
892,Unbarred Tight Spiral
893,Barred Spiral
894,Round Smooth
895,In-between Round Smooth
896,Disturbed
897,Edge-on with Bulge
898,Edge-on without Bulge
899,Barred Spiral
900,Unbarred Loose Spiral
901,Unbarred Tight Spiral
902,Unbarred Tight Spiral
903,Edge-on with Bulge
904,In-between Round Smooth
905,In-between Round Smooth
906,Edge-on with Bulge
907,Round Smooth
908,Unbarred Tight Spiral
909,Merging
910,Edge-on with Bulge
911,Unbarred Loose Spiral
912,Edge-on without Bulge
913,Edge-on with Bulge
914,Edge-on with Bulge
915,Barred Spiral
916,Edge-on with Bulge
917,Round Smooth
918,Unbarred Loose Spiral
919,Edge-on without Bulge
920,Edge-on without Bulge
921,Round Smooth
922,Merging
923,Edge-on without Bulge
924,Round Smooth
925,In-between Round Smooth
926,In-between Round Smooth
927,Merging
928,Edge-on with Bulge
929,Edge-on without Bulge
930,Edge-on without Bulge
931,Edge-on with Bulge
932,Disturbed
933,Merging
934,Merging
935,Round Smooth
936,Round Smooth
937,Barred Spiral
938,Edge-on with Bulge
939,Barred Spiral
940,Unbarred Tight Spiral
941,Round Smooth
942,Barred Spiral
943,Unbarred Loose Spiral
944,Merging
945,Edge-on without Bulge
946,In-between Round Smooth
947,Unbarred Loose Spiral
948,In-between Round Smooth
949,Disturbed
950,In-between Round Smooth
951,Round Smooth
952,In-between Round Smooth
953,Round Smooth
954,Round Smooth
955,Unbarred Tight Spiral
956,Edge-on without Bulge
957,In-between Round Smooth
958,Edge-on with Bulge
959,Disturbed
960,Edge-on with Bulge
961,Merging
962,Barred Spiral
963,Merging
964,Barred Spiral
965,Edge-on with Bulge
966,Round Smooth
967,Edge-on with Bulge
968,Merging
969,Unbarred Loose Spiral
970,Unbarred Loose Spiral
971,Unbarred Tight Spiral
972,Edge-on without Bulge
973,Round Smooth
974,In-between Round Smooth
975,Merging
976,In-between Round Smooth
977,Barred Spiral
978,In-between Round Smooth
979,Unbarred Loose Spiral
980,Unbarred Loose Spiral
981,Round Smooth
982,Edge-on with Bulge
983,Unbarred Tight Spiral
984,Edge-on without Bulge
985,Edge-on without Bulge
986,Unbarred Tight Spiral
987,Edge-on with Bulge
988,Disturbed
989,In-between Round Smooth
990,Merging
991,Unbarred Tight Spiral
992,In-between Round Smooth
993,Barred Spiral
994,In-between Round Smooth
995,Round Smooth
996,Disturbed
997,Unbarred Loose Spiral
998,Merging
999,In-between Round Smooth
1000,Unbarred Tight Spiral
1001,Unbarred Loose Spiral
1002,Merging
1003,Unbarred Loose Spiral
1004,In-between Round Smooth
1005,Unbarred Loose Spiral
1006,Round Smooth
1007,Edge-on with Bulge
1008,Round Smooth
1009,Unbarred Loose Spiral
1010,Merging
1011,Edge-on without Bulge
1012,Round Smooth
1013,Edge-on with Bulge
1014,Edge-on without Bulge
1015,Edge-on with Bulge
1016,Unbarred Loose Spiral
1017,In-between Round Smooth
1018,Cigar Shaped Smooth
1019,In-between Round Smooth
1020,In-between Round Smooth
1021,Merging
1022,Disturbed
1023,In-between Round Smooth
1024,Edge-on with Bulge
1025,Barred Spiral
1026,Round Smooth
1027,Unbarred Loose Spiral
1028,Round Smooth
1029,Unbarred Tight Spiral
1030,In-between Round Smooth
1031,Edge-on with Bulge
1032,Unbarred Loose Spiral
1033,Edge-on with Bulge
1034,Merging
1035,Unbarred Tight Spiral
1036,Barred Spiral
1037,Barred Spiral
1038,Barred Spiral
1039,Merging
1040,In-between Round Smooth
1041,Unbarred Tight Spiral
1042,Edge-on with Bulge
1043,In-between Round Smooth
1044,Round Smooth
1045,Round Smooth
1046,Round Smooth
1047,Round Smooth
1048,Unbarred Loose Spiral
1049,Barred Spiral
1050,Unbarred Loose Spiral
1051,Edge-on without Bulge
1052,Barred Spiral
1053,Unbarred Loose Spiral
1054,Edge-on without Bulge
1055,Edge-on with Bulge
1056,Disturbed
1057,Edge-on without Bulge
1058,Round Smooth
1059,Unbarred Loose Spiral
1060,Round Smooth
1061,Edge-on with Bulge
1062,Unbarred Loose Spiral
1063,Unbarred Loose Spiral
1064,Round Smooth
1065,Round Smooth
1066,Round Smooth
1067,Round Smooth
1068,Unbarred Tight Spiral
1069,Round Smooth
1070,Edge-on with Bulge
1071,Unbarred Loose Spiral
1072,Barred Spiral
1073,Unbarred Tight Spiral
1074,Unbarred Tight Spiral
1075,In-between Round Smooth
1076,Edge-on with Bulge
1077,Merging
1078,Edge-on with Bulge
1079,Barred Spiral
1080,Round Smooth
1081,Round Smooth
1082,Round Smooth
1083,Unbarred Loose Spiral
1084,Round Smooth
1085,Unbarred Loose Spiral
1086,Unbarred Loose Spiral
1087,Merging
1088,Disturbed
1089,Edge-on with Bulge
1090,Merging
1091,Merging
1092,Round Smooth
1093,Edge-on with Bulge
1094,In-between Round Smooth
1095,Unbarred Tight Spiral
1096,Merging
1097,Edge-on without Bulge
1098,Unbarred Loose Spiral
1099,Edge-on with Bulge
1100,Unbarred Tight Spiral
1101,Cigar Shaped Smooth
1102,In-between Round Smooth
1103,Edge-on with Bulge
1104,Round Smooth
1105,Unbarred Loose Spiral
1106,Merging
1107,Barred Spiral
1108,Disturbed
1109,In-between Round Smooth
1110,Round Smooth
1111,Unbarred Tight Spiral
1112,Unbarred Loose Spiral
1113,Unbarred Loose Spiral
1114,Merging
1115,Merging
1116,Round Smooth
1117,Barred Spiral
1118,Barred Spiral
1119,Unbarred Loose Spiral
1120,Round Smooth
1121,Unbarred Tight Spiral
1122,Barred Spiral
1123,Unbarred Tight Spiral
1124,Edge-on with Bulge
1125,In-between Round Smooth
1126,Disturbed
1127,Unbarred Tight Spiral
1128,Barred Spiral
1129,Merging
1130,Barred Spiral
1131,Round Smooth
1132,Round Smooth
1133,Edge-on without Bulge
1134,Unbarred Loose Spiral
1135,Round Smooth
1136,Edge-on with Bulge
1137,Edge-on with Bulge
1138,Disturbed
1139,Unbarred Tight Spiral
1140,Round Smooth
1141,Edge-on without Bulge
1142,Edge-on with Bulge
1143,Unbarred Tight Spiral
1144,Edge-on with Bulge
1145,Edge-on with Bulge
1146,Edge-on with Bulge
1147,Unbarred Loose Spiral
1148,Edge-on without Bulge
1149,Edge-on without Bulge
1150,Edge-on with Bulge
1151,Barred Spiral
1152,Unbarred Loose Spiral
1153,Unbarred Loose Spiral
1154,In-between Round Smooth
1155,Unbarred Tight Spiral
1156,Unbarred Loose Spiral
1157,Barred Spiral
1158,Edge-on with Bulge
1159,Barred Spiral
1160,Edge-on with Bulge
1161,In-between Round Smooth
1162,Edge-on without Bulge
1163,Edge-on with Bulge
1164,Edge-on without Bulge
1165,Round Smooth
1166,Edge-on with Bulge
1167,Merging
1168,Merging
1169,Edge-on with Bulge
1170,Merging
1171,Edge-on without Bulge
1172,Unbarred Loose Spiral
1173,Barred Spiral
1174,Edge-on without Bulge
1175,Unbarred Tight Spiral
1176,Edge-on with Bulge
1177,Unbarred Loose Spiral
1178,Cigar Shaped Smooth
1179,Unbarred Loose Spiral
1180,Edge-on without Bulge
1181,Barred Spiral
1182,Round Smooth
1183,Disturbed
1184,Merging
1185,Unbarred Tight Spiral
1186,Round Smooth
1187,Merging
1188,Edge-on with Bulge
1189,In-between Round Smooth
1190,Edge-on with Bulge
1191,Barred Spiral
1192,In-between Round Smooth
1193,Barred Spiral
1194,Round Smooth
1195,In-between Round Smooth
